# Cluster-median assignment
# Andreu Meca and Jan Leyva

# Number of points
param m := 167;

# Matrix of Euclidean distance
param d :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167:=
46	11256.824363124	1891.23235069976	2165.51816796299	5843.8704261721	11033.4983425224	9503.41773485845	5199.71415447255	58458.8517977237	55262.1481273222	5181.52498762028	26827.4987820414	35474.0229425561	10382.1906290907	11969.5661199125	5410.80656339186	51823.5044712296	3590.51513365422	10961.5157447431	6018.22854439374	7025.1543684107	1703.322208085	2505.86227900364	7041.41217015451	79730.6245528557	4663.54919947124	11415.4622834411	12205.4159812583	10294.0730737212	9909.53391319581	54118.8348188215	5995.69363664224	11987.9113283433	10792.6272416096	11756.4840585195	1902.47842230427	869.574667038751	11343.6824386234	12303.6736397125	6853.86153425773	3523.45412307929	9923.49002439274	12728.0795426342	35939.2207891756	23611.8207590228	65353.010245416	0	2023.94725999029	3276.21330320709	4771.67967038629	26801.6081762789	11469.0161583963	15573.7460487015	4384.93180849043	52538.3861974982	45960.8958667813	5713.7807948464	11205.5757174027	5301.76913648223	49213.9760323294	9532.59386319147	29247.2887942928	2026.78777346487	5388.93223759999	11608.1113066731	11466.3899148676	6099.06324065881	11309.6777112495	14297.1900248771	48257.3496850572	8270.88747156085	3742.36332580541	6737.69946079521	1961.56788856375	58383.1483309373	32910.2078283032	41514.8374615141	3367.08357482984	48705.3961657068	2536.82249983452	10225.5279716176	10241.6698772059	10722.8622179383	76019.844343053	9996.90280176815	8773.25681847334	9778.92784890632	6554.86517930715	10239.7234038436	12220.742834928	20722.3663167576	12600.9822397568	135016.865453031	1010.82881493906	11530.4694365745	11847.1114560376	11210.6423688634	1852.02935319911	10938.7303907314	24512.9183825046	9345.03210160945	5729.50889357505	8623.49239897103	8582.35910166249	4634.95215816134	3320.76926104647	5635.22722879093	11971.6880384839	9090.68145332741	2796.6861695784	10882.8477916705	59580.8212412626	37230.5644888623	12103.286187267	7083.33126538793	102214.17512997	38893.9447467669	8561.16822016066	5313.65027152814	4648.29573487842	1284.44857866021	6771.88661748786	13565.2213354634	24718.719250886	138157.457874382	7646.2814897032	13806.7372727995	11496.2011597745	6367.51312684596	38991.6474786887	10507.6763058305	1687.42228002095	11309.9581490433	11697.2641227672	77562.6974579368	18948.4135162881	26498.7663594056	10758.522103451	2149.87400834974	26868.2864528136	34889.0874399575	3861.79325472276	1491.30260488384	9160.06623605358	4438.91157305982	59511.5691122892	86622.332331859	10699.1248167159	10735.4708300775	2560.37483534041	9943.54749464864	11663.7057773915	6754.87908570127	1566.18927694651	9139.22049422159	1622.59351320998	11302.2718395806	4334.65519418148	58075.2114768245	44082.1638000589	60659.2836005586	9285.78065516184	8407.98323349766	8979.8551629807	10217.8883883228	8221.68546673302	8230.35841477555	9254.16866561587
47	9236.4133260638	857.416688923445	3747.99291353237	3828.26457331953	12992.1075111307	11510.031546467	3179.16687313237	60174.0141297434	57057.8788546469	7119.30363237086	28447.9735012623	37495.8731855031	8364.91409130356	13498.9164565449	7363.68507521879	53617.3139080994	1586.38797657516	8940.18462423238	4046.57899663407	5022.91207436262	394.601921772648	4528.96122852078	8774.63877481891	81754.1980304627	6679.6604233216	9393.98964244337	10183.9168163935	8277.05706793718	7887.11719768383	55872.1808886488	3974.0647078869	9965.48436858719	8770.70936838445	13699.1676474035	217.566684285787	2340.70577568675	9320.71239710547	10280.9776499989	4830.2003520673	5359.76574666385	7902.01435824365	14670.7818632554	37800.7015735496	25567.4496610849	67047.0747964294	2023.94725999029	0	2237.02441197627	2787.20666956882	28822.9867030119	9448.24392334364	17544.5499045335	2362.23480762039	54291.1369177159	47734.0623193741	7698.01250373541	9185.31583853635	3292.24030707899	51028.1277229142	7512.17894374787	31074.1166365766	3458.82001981087	3386.02721676402	9585.25179384106	9444.98223136379	4075.33571079324	9288.17369154035	16293.875761927	50045.7724866524	6268.17539318882	1900.06359069023	8711.40361547246	3535.30632326724	60192.7758054172	34688.2404955884	43341.3154094297	1423.32813355803	50407.5526541708	1041.67304104716	12247.9527870942	8221.70668444886	8699.77563328184	78041.0850469895	7980.88618018075	6768.44958704232	11747.0405429492	8559.82985067292	8217.34859128336	10198.3380174963	22740.5108615	14603.6947891088	136827.841079331	2164.86009861043	9510.25077950103	9824.89457112221	13229.4236629735	2844.06328768073	8918.24527948183	26445.0562426179	7328.73326706449	7750.24655215705	6613.36045260737	6563.94974831804	2734.91190955029	5344.18398630179	3623.57435690783	9949.38181281184	7085.508032378	1093.15909693979	8864.3600952165	61371.6865406859	39016.0154916371	10081.1657254341	5065.10231369735	103901.463776348	40916.3629362603	6567.11866808166	7325.96783424855	2643.57062572995	746.704197271063	4768.36815727701	15565.1585129024	26601.7677966131	140172.646182487	9669.40649844193	15830.510941477	9474.37064609923	4354.70806178018	41013.9918015222	8485.70789912859	3618.71448803147	13325.5161220911	9676.54346265006	79558.3390268519	20917.5865297342	28394.3053209119	8734.66125859116	3928.28026321103	28814.6804240844	36727.2934408398	2120.57648998778	1760.83278185825	7139.56301906652	6392.07706765875	61247.7397327602	88326.5931952333	8679.56511262069	8716.26624789664	4397.13679146884	7984.43592033902	9641.95548148818	4752.7943893508	1235.58871051639	11120.7635791043	667.07120068084	9281.04398937845	2403.23262592978	60079.409220492	45865.7527703769	62513.9190995893	11179.3643664516	6400.59061561249	6977.511368214	11984.7065468872	6222.39408011275	6230.81401864065	7233.33440917043
48	8960.22849156203	1572.59735462634	3756.71118283296	4289.10768329368	14045.1533774347	12357.4578703622	3394.51952523803	61691.5486338292	58443.2088334539	7318.04805268758	30096.1874179152	38057.7189201204	8058.80043670686	15244.4812846063	7598.49606336675	55006.9061406424	2778.98944934225	8694.92545803617	3653.4001833604	4736.1100464528	2124.20805582797	5364.27992869914	10300.4884075519	82147.8353362258	7270.42463597095	9139.24815245276	9908.13781937184	7969.98937381837	7710.78403589559	57330.8763803599	4313.60540349112	9726.91370836037	8550.53429201292	14798.7385001297	2095.16641707102	4000.61114427117	9114.04711231819	10040.1712537962	4925.53363128188	6767.59602824781	7697.14041779298	15764.541327487	39060.6963431003	26580.6481695424	68594.634890172	3276.21330320709	2237.02441197627	0	2729.734163166	29412.9190523635	9172.45722478745	18525.3872710277	2868.48979765001	55751.0827602827	49161.4404791409	8725.23693137072	8906.70140657521	3321.2400276269	52380.3716640389	7295.86882420456	32411.1858966079	5222.74116903928	3329.26153036309	9368.15774106924	9187.14820835788	4263.25116117057	9048.04693993866	17159.7193429328	51445.9348214177	5894.05580927844	1600.37370170567	8962.68251377777	3601.86892527878	61551.4850453838	36111.995924337	44672.095359131	2941.42232922933	51945.4286445443	1211.57990711852	12767.9801898256	7967.45873472562	8649.55027851481	78585.6084935495	7670.09058895511	6386.55183244883	12776.9779491189	9467.08241530409	8028.20031155454	9948.7734439645	23092.0863880248	15445.3081250118	138176.953389791	2611.29390381686	9221.07163248635	9577.57433216319	13670.9444249636	4791.73345332007	8655.86802469862	27534.1772986451	7050.48559451365	8540.36516724483	6878.40742182052	6354.92901595114	2267.50631039181	6127.18676327979	3613.21648659104	9702.35084806197	6691.66763014055	3103.91826104075	8561.51260862627	62765.0326275804	40425.0250702994	9826.89941506928	4975.07184209434	105456.651258665	41296.8407797094	6107.74697933334	8214.29948718155	2789.58740192882	2553.12491773426	4517.72165019788	16416.9574655124	27822.5856494813	140793.433373393	10260.0164122297	16360.7959182512	9223.81483251673	4785.98004859564	41392.1985828489	8269.36358893476	4211.46874618714	14076.9280942691	9399.26618907029	80345.5883361434	21891.6999099538	29582.082914578	8628.52959397551	5424.52806661044	29854.155640158	38037.7080986808	1388.28582491743	3827.03347633647	6942.37952975939	7551.80273557984	62733.0617260227	89857.9930502172	8401.79612178253	8431.24360489668	4643.21381377645	8508.94215603013	9386.06056926381	5240.68422726354	1720.81928917594	12104.6261251226	1942.64998256963	9021.29307521932	2185.83621834859	60817.327709136	47275.627167521	63779.5909020502	12423.4565455074	6061.99540901252	7294.32305553054	13453.6729008558	5822.03612149564	5831.86363207432	7039.53477290147
49	6525.23120624856	3004.98118123152	6102.9613444349	1585.8557340159	15778.490492795	14274.9765451685	677.39173050426	62849.0173733678	59785.7190337545	9650.24306406033	31070.8905150491	40222.7972387661	5637.48517966024	16099.0096906591	9913.67626289282	56344.4920495054	1549.19740790729	6237.95916229597	1261.34606750091	2259.14327830018	3069.74637935377	7248.85741855608	11510.6526341906	84438.198208659	9358.48737262361	6691.54825669416	7478.68752590394	5548.53568229192	5202.62601551691	58573.8717321991	1585.92182917381	7272.77153788934	6076.83336161926	16486.3117312751	2874.87412518647	5119.52233927476	6635.75473466784	7589.02878396029	2241.17811712203	8140.053668196	5206.2287224802	17457.9012311249	40564.8594600973	28354.4661162713	69705.6584963995	4771.67967038629	2787.20666956882	2729.734163166	0	31553.5670036949	6738.53339984138	20329.3748402268	698.7786240609	56992.7347293495	50449.8953645837	10477.0453387234	6472.90352456557	601.810360126473	53767.2630134335	4807.79812949754	33823.8683912662	6181.9136898878	644.709250403277	6898.11605664104	6741.74084086925	1540.62793536344	6591.02627092322	19067.6043982457	52770.3532642188	3502.97931408236	1198.27997405541	11281.3771715799	5910.53442748153	62928.2818206894	37410.673189173	46088.1616639248	1928.20746221285	53075.7497506399	2400.46357499731	14937.1760999119	5510.30575066192	6080.7792514063	80769.7146575408	5248.72861476419	4006.75808970849	14531.8437430983	11326.3351990808	5530.63975473603	7502.50892605637	25392.1197597251	17372.4613500378	139560.546230182	4620.35077486307	6796.3327078408	7127.77338121021	15895.8677690916	5490.90912943081	6209.91036450787	29230.8766245957	4600.9307399699	10491.3168121971	4176.68916363986	3850.39501676271	563.365157187888	8062.71435287838	922.226606568159	7253.12961832492	4324.27607370346	2622.09261720905	6141.64946864168	64096.0972207418	41741.328894787	7383.12092929241	2376.2025617452	106550.649993624	43589.217322241	3790.23657910104	10084.1444110269	255.073966832281	3527.20365877056	2008.30604601103	18336.4383913622	29375.9251722024	142921.610414003	12369.665215343	18531.8045362081	6773.75704771321	2060.65246770693	43686.09024167	5790.50194011231	6237.57395680048	16076.7060089953	6968.21174840113	82333.4592071596	23702.9223122669	31172.1041527298	6088.45499158494	6707.87859604079	31601.7382039888	39481.1460759999	1342.02633204006	4392.18092469131	4438.41535193962	9177.68318773559	63937.0596301531	90989.8274538514	5963.69701844232	5998.37646326997	6896.85163955264	5781.00774358012	6940.51688905244	2515.82236524053	3485.38944194189	13901.8233549456	3175.6775177905	6575.90266189956	549.156057054823	62846.6669805258	48588.2769870333	65272.757160503	13961.4006089528	3644.86917725909	4585.4301602891	14723.4817841169	3451.53270137582	3460.38309943984	4534.60273646497
50	38058.1127920579	28563.4970815822	25656.2735446583	32608.5500495294	16233.7980648912	17360.7439500731	32001.1787971023	37569.9069300373	32969.7456689889	22112.9778376636	16174.8463333401	8675.08295536385	37182.1196857605	19430.2883744324	21827.7969157398	29815.4066231109	30358.9625447833	37762.4189518734	32775.5323810546	33812.3189285618	28500.5927009403	24306.5617723029	21173.0084153045	53028.9411270079	22207.0983680594	38216.2586959079	39006.4108574375	37093.6494278303	36709.2376128135	32780.5169654459	32777.2228596107	38787.0501516808	37592.4731243873	15710.7234851055	28702.5930639279	26616.1670966205	38142.299392369	39102.6453848472	33649.0376051579	23751.3570814479	36724.1426021403	14829.9519457617	14443.133917244	6365.09403604272	44458.6422396566	26801.6081762789	28822.9867030119	29412.9190523635	31553.5670036949	0	38270.491226161	11891.2821361889	31184.6439028873	31341.0512349379	25000.1531133378	21203.1759158675	38006.907854057	32099.3682776365	26977.2494787113	36333.9209186616	11597.7650300406	25840.0388345017	32181.8329307321	38406.7676445094	38267.24784258	32894.9603531622	38108.9589069115	12735.4304088589	26688.8220397271	35055.1092940086	30446.7538116372	20478.4146038077	25814.9048948557	35630.4125244167	14872.6276360971	19887.383009798	30087.991599614	28967.2213815796	29196.6398107918	16648.3757655614	37043.0661261637	37502.0240223215	49218.5795598742	36795.6081701804	35559.0888814926	17346.5502397913	20294.258275755	37039.1990322415	39020.5076512253	6816.64265439943	14328.7656252147	111007.694738943	26978.5213331169	38331.8646140127	38647.3655188394	15749.8565206375	26630.1929836813	37739.6372962389	7085.60904669144	36144.0929799324	21072.9199809956	35347.7513617816	35383.2460305408	31345.5930229877	23491.8536691268	32433.699391101	38771.6797318037	35876.4901028283	29418.6380983911	37683.6058355369	37140.7621544413	17560.5589348814	38903.3459656864	33883.2538319284	80391.1649992992	12445.9231870521	35331.2478497434	21506.0756526202	31444.3791942835	28077.8181972294	33561.2334783883	13411.1974901572	8908.55145881061	111384.932515503	19192.0316025891	13052.6723696125	38297.1415335183	33119.7301719987	12549.516563004	37308.4284599696	25334.8752323069	15513.17792574	38497.9325096311	51043.0005124973	8976.02396366905	8478.93813721644	37547.7702747358	25107.1119140573	6316.09733322546	14392.0213913744	30482.0397207146	27561.1939247377	35961.4090277419	22551.1639521482	38146.7137998614	64820.2897741165	37500.3976193735	37536.5551182636	24777.4697171981	36464.3345978871	38464.4385844163	33473.9630792269	28104.2174137264	17871.9044605803	28378.7179160507	38103.4761535319	31081.3085351327	31475.404549655	23130.2173479868	36911.2910653095	18336.8301902634	35198.1624210349	35671.7779927151	18523.6924904446	35000.9025962538	35010.1453869145	36055.3608881028
51	218.378596326044	9743.41489074658	12806.9903733426	5712.4219069498	22358.1755719866	20949.5094820141	6269.62000558602	68655.4558836368	65829.7891565237	16373.669757829	36797.2537006885	46942.9592145652	1113.97141081408	21946.0612351926	16641.1521502502	62390.3835718169	7931.74527461923	516.356560081199	5566.48503802494	4492.6776661833	9771.53095998211	13967.0320020237	17825.1868926715	91176.0917435621	16092.9165012264	119.01725458474	741.755098098797	1204.79502166228	1572.82768890937	64499.9636376211	5522.58136659791	571.035638701007	701.432123507962	23033.5691881461	9568.72280309365	11697.199299386	306.562516915845	872.713083499446	4633.10071378889	14669.2173214941	1550.35168963547	24000.3438481512	46834.672135175	34892.3420178793	75434.9042969698	11469.0161583963	9448.24392334364	9172.45722478745	6738.53339984138	38270.491226161	0	26918.9363452715	7087.2832524647	62921.1544186656	56453.4028489829	17120.5900243797	269.662074538568	6177.02370674313	59876.0039938192	1936.98434379607	40029.331569931	12609.3376432529	6100.85234670807	306.29839463431	99.8457042975143	5383.66046776932	268.547416669757	25716.3974557415	58809.6850923449	3281.92045450018	7891.44617991883	18010.5090207603	12622.0469240268	69006.5277343866	43476.8188691182	52249.5418544344	8227.4984493263	58874.3701151623	9130.84437655017	21671.7683838547	1228.96943904684	1113.39025752678	87488.8110737533	1506.14466126819	2786.62564559122	21133.6878237552	18000.3119739027	1249.23037831743	780.823760667042	32129.8768145182	24036.4299806911	145581.351880151	11356.4704976796	85.0912738704086	414.225052893285	22633.986005943	11844.0570807004	538.307119072788	35709.9140922704	2142.41497108598	17198.0707589285	3222.38755828311	2891.33498872061	7013.38691657287	14782.7565525288	5841.93432291965	536.846140486784	2482.54674228431	8927.49843686473	612.216657546802	70118.0655569162	47807.6410644691	659.008046654633	4389.71032087793	112204.238045077	50327.5678042727	3071.81287828901	16772.2954285366	6832.34914819851	10194.0668470276	4736.38811513818	24993.2144151101	35736.7646456069	149616.455242688	19100.2924383604	25263.7783273493	114.402504828833	5233.69784521422	50424.4363442909	970.029511063109	12975.5118512699	22772.2706342946	254.57439820654	88960.6434671786	30281.8077554206	37556.497702007	936.061330611764	13256.0223553674	38110.7142870611	45693.3936856388	7916.34344621584	10816.267817269	2309.23854612054	15792.160927171	69801.4137589775	96713.3906364797	776.793690971633	743.736210329681	13624.941666603	3317.84073760497	230.748593832239	4954.14708620745	10221.2315259246	20529.2688547135	9902.96820252505	176.641413918455	7238.37871722667	69503.7494102592	54625.9475462745	71478.187572282	20446.0232447725	3119.82939232616	3079.39797628259	20999.4217932622	3353.17613317749	3341.67754912609	2215.61843914716
52	26710.7745318564	17433.5492898606	14864.6885570431	21207.9531518406	4560.82433315392	6191.06951656084	20696.4335982663	43982.1350940798	40325.6335497657	11625.2471345822	14126.505126058	20433.3713653045	25864.5261060653	7938.77738423248	11338.023069345	36917.3261873082	19000.0186762774	26406.8709395348	21584.3914900714	22563.8028096157	17265.3441034216	13183.597311765	9357.56827835689	64815.1387235875	11302.8271647702	26856.2217478247	27641.9557093219	25778.1392103313	25347.3932819531	39438.328729069	21397.3868552869	27408.9716999846	26229.5170671728	3913.35046119193	17456.4589138074	15237.7018328479	26761.736940976	27719.742710855	22292.6034165645	12249.8521639968	25373.5974370539	2976.26678283774	20760.0246637752	8055.37318436858	50960.2380797443	15573.7460487015	17544.5499045335	18525.3872710277	20329.3748402268	11891.2821361889	26918.9363452715	0	19875.3289127641	37873.6544810978	31227.5527473398	9861.21425023308	26661.5876448434	20830.8686019624	34207.4086094766	24996.9252699918	14425.8368580278	14318.8313430213	20928.9133374542	27025.7598529008	26907.662692225	21548.2686315965	26744.7771148478	1636.42988409389	33408.2687894978	23806.9594972283	19312.0223674155	10177.3344557677	14981.9830092163	43356.5469796162	18367.0273133678	26493.0653261239	18693.4015903354	34409.7324940375	18082.5375090568	6441.53417109102	25705.9178807656	26068.7253732151	60804.4377334391	25487.4256069864	24304.0393711759	5797.57317857165	9062.08634845101	25674.8814793197	27643.1570070706	7735.99843302581	3218.0239223094	119875.747665147	15947.6573875671	26985.4665192313	27275.7258722293	6068.23164754133	15095.6247557474	26392.3029204076	9044.54283852362	24836.2202030645	9988.9233579278	23866.3282210663	24066.729127135	20207.4111158945	12401.5188392614	21158.7609950792	27397.6583942253	24620.2490281986	17991.6484239308	26355.1712317737	44650.8690094289	22533.2769022346	27530.4690876188	22573.0167637184	87726.8673248554	24332.2168825978	24110.4891053988	10317.2324216117	20186.5220070031	16802.3981054888	22308.801659644	2312.27090093988	9583.72831320584	122781.568729632	8471.49848829723	4133.14586088289	26933.4364600315	21695.2397451197	24435.454536545	25949.4757642316	14316.2053134396	4682.35950396094	27143.4111482552	62042.8771422509	3374.75925507205	11226.9607593818	26136.4819902862	13665.8207033744	11330.4499653956	19867.7367164008	19406.4432774301	16103.4174925732	24625.9722287331	11152.572045746	44898.5481737389	72078.9723597653	26164.2105939519	26202.9715222148	13955.1127634681	24849.1790560976	27100.1776492845	22012.7517324568	17019.679996835	6438.17648371373	17193.2536174286	26747.7293928309	19907.3580994594	42611.5551783655	29301.9466190862	45403.583877651	6553.5663964067	23933.8157094007	24159.6829424376	6638.01290652724	23763.3894829981	23772.0413108107	24716.2968792208
53	6875.57281048075	2759.08667337984	5912.35145093163	1537.21995429701	15317.5827954022	13866.3981747444	822.751929401161	62249.2210511675	59215.1066969865	9405.72013474307	30454.4493634734	39857.6030835091	6007.02922780193	15482.0978927448	9660.19515571215	55773.6108760148	917.191416650733	6578.92390328768	1833.78049919346	2698.60429848056	2695.66014510155	6887.49011483864	10961.0454677665	84111.6114684676	9029.52209911097	7032.71816036382	7822.54347631823	5919.06934582343	5525.84267971863	57987.4272652156	1642.05375758699	7604.27538840268	6409.38674054616	16012.7354515433	2490.73026877215	4638.79082728822	6959.38449373698	7919.471480282	2471.26153103588	7646.85150239408	5540.6194107398	16983.2126893223	40028.1253877682	27883.2025912775	69098.5295827769	4384.93180849043	2362.23480762039	2868.48979765001	698.7786240609	31184.6439028873	7087.2832524647	19875.3289127641	0	56406.3310155748	49872.1471803829	10045.2451872405	6824.51608829031	978.265893473412	53205.3321540529	5151.43459700521	33273.0798167386	5643.32581092233	1097.4489318921	7223.89538427848	7083.71133905886	1716.79831559926	6927.19106665096	18643.0254679062	52197.9800293513	3935.22855520066	1274.1349760611	11020.1956553815	5710.27954574516	62362.9898475744	36838.4933663764	45533.2372032773	1284.29076359072	52473.5929951882	2234.96563296968	14603.6711835187	5861.280561798	6346.81000858787	80402.7818653987	5624.04865932403	4429.79122826347	14080.1456443802	10916.2223903776	5855.58831951723	7836.62887370017	25087.9743081754	16956.9868619857	138991.468783207	4371.01974232304	7149.41949598396	7463.36062965084	15579.1938898897	4924.50516826028	6557.49050733417	28740.6549368699	4972.03957116415	10111.8855802686	4308.39100729933	4205.11884261974	1121.01298347125	7703.1221930822	1291.75095734261	7587.78553061139	4746.01466725315	2001.35446918664	6505.10031872427	63522.9257374753	41170.4807516205	7719.66003891651	2709.41168191752	105938.80460431	43270.8008014373	4248.61019065189	9685.49557785019	447.515376023861	3107.6399522789	2443.64268680545	17916.6667315504	28854.9466422535	142531.661492904	12026.840193907	18189.3731026083	7112.93144831612	2066.53541548275	43368.2725462328	6124.16673393205	5936.83151998325	15685.3956888849	7315.68055461084	81903.0464818317	23245.6916657576	30657.3487805958	6376.59986351138	6218.48527440566	31121.7324995002	38933.3925157555	1553.8960433554	3838.74297368292	4779.11469167902	8727.07898223175	63343.9150297812	90383.9088511622	6319.29164744312	6356.39650103212	6655.63252418581	5798.36540511395	7280.31174901796	2500.89807295966	3256.26046110497	13463.0389611789	2854.69808903771	6919.81112055974	871.68539266055	62431.1694967871	48014.9002852992	64728.2354345141	13463.027270211	4058.90612306923	4693.10198448508	14171.563452578	3895.26709763129	3903.78222145595	4872.40341067253
54	62735.1917835713	54420.8850995821	52343.295344292	57445.1804476088	41958.849970999	43894.0824045528	57182.8561283543	6240.6051528572	3659.12459474546	49389.289682447	26179.9374020395	26914.2928659852	62010.2862753612	40991.7371840472	49109.742447604	2341.13463242862	55489.2093939656	62427.4513804958	58233.1292493173	59048.7799957613	54104.1670781312	50445.523606608	45522.7881907754	44515.30674739	48870.1235549956	62839.4009988318	63569.4547702799	61933.947324911	61413.9293665939	1581.19276197187	57672.5841293698	63312.2378312333	62240.7600402959	41164.3069040951	54264.4053766957	51974.4988164846	62696.5891024328	63592.7870464542	58562.6986979511	49015.1918682243	61466.9283470932	40240.6652167707	17383.5985427254	30353.6819365819	13202.7014648796	52538.3861974982	54291.1369177159	55751.0827602827	56992.7347293495	31341.0512349379	62921.1544186656	37873.6544810978	56406.3310155748	0	6647.49248603487	47115.31337246	62694.0819518593	57381.0175105225	4680.93318314355	61145.96014931	23468.6628767025	50834.4751915649	57502.7180294271	62943.7924256616	62889.1265448263	57889.4593156929	62722.0064920776	39466.7712920241	4653.58661865125	60221.6126613706	56182.5073260777	48021.6383800747	52422.4463796834	6754.96194100973	19646.8839361802	11600.7801790092	55127.6394319208	4581.50164599156	55054.1229182948	44306.1050752189	61813.4366445977	61898.8009106617	38187.4187373393	61676.9862626518	60676.5768074524	43208.2890157994	46505.9874920157	61715.9428321024	63536.1089003652	37518.1609899541	41087.0574289363	82671.2332926592	53146.7164965931	62997.1927666624	63204.7886315428	43821.9944168649	51502.9925673131	62434.1933751553	29103.0102878559	61062.8140650547	47497.9644973146	59700.0926497159	60319.3272937502	57022.1524467835	49749.0488125217	57675.7946635735	63313.3332391213	60972.6556658805	54406.0822851788	62447.2125312874	7401.33674307171	15365.9140379731	63441.3938596009	58927.7077135903	49853.2302852428	28941.7250911264	60563.1467946593	47708.5752175309	56797.1242529741	53605.748568338	58801.0385132105	40179.5975158922	28293.1103275881	93332.445669191	46256.784158907	41354.0368638326	62903.3028689907	57840.0397257188	28963.0153099988	61988.4303590167	51620.7788269763	42550.9922274338	63123.9880026269	34050.529611742	34790.2138604004	26730.1599943635	62025.3670614387	50416.1555841478	27267.6080833912	18059.7862508755	56358.2865439857	52603.509050784	60800.4941036301	48209.8512504896	7025.35647763791	34206.0895588321	62248.009941494	62290.6970858713	51451.6592247599	60138.4352841998	63058.9100992718	58036.9274759924	54092.5574695248	43912.675824423	54114.306364109	62748.6247268859	56681.8989142644	22168.105883912	8579.70219015406	10381.6750570556	43356.1528334866	60307.9839325764	59877.2512305639	42323.9203110041	60202.5446391642	60209.0630350144	60876.7922690276
55	56264.8006003615	47846.5329297804	45729.8904202711	50937.8768348913	35330.2104173216	37257.8217716033	50654.6596757999	12820.9945718818	9391.54408967207	42753.4272325363	19853.9242891466	21438.6069334922	55526.5601288899	34507.9817462382	42473.2228072151	5970.72821985169	48955.197304843	55956.365124643	51694.9438684513	52526.4668795689	47539.8438316149	43843.4882974453	38960.3913206819	46401.4132159332	42246.6158131315	56373.1093405436	57110.7676021859	55449.1019972952	54935.2460597313	8211.10491295511	51163.0379679915	56854.8862120868	55769.8786426678	34537.2622073963	47702.7694342163	45410.7547679157	56234.199660022	57139.2217941086	52056.72435273	42439.108759263	54986.0730511039	33609.6920836575	10803.366295774	23725.3447723737	19809.3920077349	45960.8958667813	47734.0623193741	49161.4404791409	50449.8953645837	25000.1531133378	56453.4028489829	31227.5527473398	49872.1471803829	6647.49248603487	0	40506.2099287806	56222.8242783322	50848.3525580623	3900.18853174846	54659.1016560574	16830.1988152457	44280.9665812224	50968.5108424048	56483.8075213645	56423.1615864226	51375.3274044955	56255.8572426028	32819.6323620431	2426.92474252682	53708.7408122355	49621.2578479235	41379.2153590208	45811.8340615355	12607.7244214013	13050.7603095375	5113.16492292863	48596.4933305698	4271.39937649894	48482.457584057	37659.0268495483	55332.4791510345	55442.9408399803	40432.4105430257	55188.3131100115	54168.713152436	36582.5028854011	39885.7921756697	55240.596216238	57080.5127614252	31011.50540395	34441.6270679569	89134.3241171672	46554.3265280205	56528.8443109592	56744.7036478785	37175.0589751142	44959.4150267624	55961.2050520438	22465.8210513413	54568.8892921914	40875.9909677769	53235.1759422011	53820.7322860923	50467.3934574064	43140.3103722699	51146.6922713263	56854.8603335732	54467.405280076	47873.7511217368	55969.7415755434	13664.768322157	8741.34663869233	56983.7994896522	52415.8843508923	56499.7561214284	24135.0843051793	54047.9872441035	41093.4578007484	50257.8999882208	47042.5381901919	52277.3802513509	33532.9095833084	21646.1466967436	98000.5750684068	39617.9982527078	34712.3170084642	56438.4415171275	51341.7036479865	24173.9307563035	55514.190605531	45018.2260827743	35905.7584516158	56658.9032414481	37639.9810148614	28144.3693469014	20085.4461533461	55564.725365451	43846.1404047684	20669.3780442631	11419.7689501486	49791.1237616483	46058.1585968412	54310.2337076479	41614.3851700707	13672.7848796587	40851.5200392754	55770.6299316854	55813.0983810362	44835.9138865969	53722.6136429933	56595.6185077275	51549.226826729	47511.2049483663	37285.9869735356	47544.0559772092	56280.4124132899	50129.4389963844	22604.1808683384	1937.93041100265	15530.987361791	36753.3838352123	53798.8588192342	53423.0641994042	35754.912267426	53687.5480997068	53694.2374125163	54388.0237698368
